No,Time,열차번호,Speed,Next Station code,Distance,PBR,ATO PWM,M1(Car2) APB,Tc1 BC pressure,Car2_VVVF-Load Weight,Car2_VVVF-Iq REAL,Car2_VVVF-Iq REF,Car2_VVVF-PWM노치,Car2_VVVF-BECU Brake Command,Car2_VVVF-P_watt,Car2_VVVF-B_watt,Car2_VVVF-MR,Car2_VVVF-PBR,Car2_VVVF-Actual PB,Car2_VVVF-V Line,Car2_VVVF-I Line,Car2_VVVF-V FC,Car2_VVVF_P_Watt(1=1kwh),Car2_VVVF_B_Watt(1=1kwh),Car2_VVVF-VVVF1 SDR Speed from BECU,Car2_VVVF-VVVF1 SDR 평균차륜경,Car2_VVVF-VVVF1 SDR WatchDog,Car2_BECU-PWM,Car2_BECU-ASP,Car2_BECU-LW,Car2_BECU-BED,Car2_BECU-BEA,Car2_BECU-ABRC,Car2_BECU-ACP,Car2_BECU-BCP,Car1_BECU-PWM,Car1_BECU-ASP,Car1_BECU-LW,Car1_BECU-BED,Car1_BECU-BEA,Car1_BECU-ABRC,Car1_BECU-ACP,Car1_BECU-BCP
756,22:34:56,2320,22．0 km/h,부산대(128),1145．0 m,-67．0 %,65．1 %,-56．0 kN,0．0 kPa,41．0 %,148．4 A,156．3 A,67．0 %,44．0 %,0．5 kWh,0．3 kWh,35．0 %,48．0 kN,-56．0 kN,1639．0 V,172．0 A,1646．5 V,1406531．0 kWh,887880．0 kWh,22．0 km/h,160．0 mm,57．0,67．2 %,254．0 kPa,42．0 %,44．4 %,49．6 %,41．6 %,0．0 kPa,0．0 kPa,67．6 %,270．0 kPa,36．8 %,10．0 %,10．0 %,44．0 %,0．0 kPa,0．0 kPa
757,22:34:57,2320,19．0 km/h,부산대(128),1154．0 m,-54．0 %,52．9 %,-40．0 kN,0．0 kPa,41．0 %,125．0 A,125．0 A,54．0 %,35．0 %,0．5 kWh,0．3 kWh,26．0 %,36．0 kN,-40．0 kN,1630．2 V,115．2 A,1628．0 V,1406531．0 kWh,887880．0 kWh,20．0 km/h,160．0 mm,63．0,54．4 %,254．0 kPa,42．0 %,35．6 %,41．6 %,36．4 %,0．0 kPa,0．0 kPa,54．4 %,270．0 kPa,36．8 %,10．0 %,10．0 %,38．4 %,0．0 kPa,0．0 kPa
758,22:34:58,2320,17．0 km/h,부산대(128),1159．0 m,-54．0 %,49．8 %,-40．0 kN,0．0 kPa,41．0 %,125．0 A,125．0 A,54．0 %,35．0 %,0．5 kWh,0．3 kWh,24．0 %,36．0 kN,-40．0 kN,1634．7 V,106．5 A,1624．5 V,1406531．0 kWh,887880．0 kWh,18．0 km/h,160．0 mm,67．0,54．4 %,254．0 kPa,42．0 %,35．6 %,41．6 %,36．8 %,0．0 kPa,0．0 kPa,54．4 %,270．0 kPa,36．8 %,10．0 %,10．0 %,37．2 %,0．0 kPa,0．0 kPa
759,22:34:59,2320,16．0 km/h,부산대(128),1165．0 m,-55．0 %,53．7 %,-43．0 kN,0．0 kPa,41．0 %,125．0 A,132．8 A,55．0 %,36．0 %,0．5 kWh,0．3 kWh,22．0 %,37．0 kN,-43．0 kN,1615．0 V,99．2 A,1625．2 V,1406531．0 kWh,887880．0 kWh,16．0 km/h,160．0 mm,72．0,55．2 %,254．0 kPa,42．0 %,36．4 %,39．2 %,32．4 %,0．0 kPa,0．0 kPa,55．6 %,270．0 kPa,36．8 %,10．0 %,10．0 %,32．4 %,0．0 kPa,0．0 kPa
760,22:35:00,2320,13．0 km/h,부산대(128),1172．0 m,-58．0 %,56．1 %,-44．0 kN,30．0 kPa,41．0 %,132．8 A,132．8 A,58．0 %,38．0 %,0．5 kWh,0．3 kWh,19．0 %,40．0 kN,-44．0 kN,1612．7 V,89．5 A,1627．5 V,1406531．0 kWh,887880．0 kWh,14．0 km/h,160．0 mm,78．0,58．4 %,254．0 kPa,42．0 %,38．4 %,44．0 %,25．2 %,57．0 kPa,21．0 kPa,58．4 %,270．0 kPa,36．8 %,10．0 %,10．0 %,25．2 %,132．0 kPa,30．0 kPa
761,22:35:01,2320,12．0 km/h,부산대(128),1176．0 m,-57．0 %,63．5 %,-48．0 kN,60．0 kPa,41．0 %,140．6 A,140．6 A,57．0 %,37．0 %,0．5 kWh,0．3 kWh,17．0 %,43．0 kN,-48．0 kN,1626．7 V,84．0 A,1627．5 V,1406531．0 kWh,887880．0 kWh,12．0 km/h,160．0 mm,82．0,57．2 %,254．0 kPa,42．0 %,37．6 %,45．2 %,27．2 %,54．0 kPa,30．0 kPa,61．2 %,270．0 kPa,36．8 %,10．0 %,10．0 %,23．6 %,147．0 kPa,60．0 kPa
762,22:35:02,2320,9．0 km/h,부산대(128),1180．0 m,-61．0 %,53．7 %,-44．0 kN,120．0 kPa,41．0 %,132．8 A,125．0 A,55．0 %,33．0 %,0．5 kWh,0．3 kWh,12．0 %,35．0 kN,-44．0 kN,1619．2 V,55．2 A,1617．2 V,1406531．0 kWh,887880．0 kWh,10．0 km/h,160．0 mm,87．0,55．2 %,254．0 kPa,42．0 %,36．4 %,42．8 %,10．0 %,93．0 kPa,57．0 kPa,55．6 %,270．0 kPa,36．8 %,10．0 %,10．0 %,10．0 %,138．0 kPa,120．0 kPa
763,22:35:03,2320,6．0 km/h,부산대(128),1184．0 m,-29．0 %,36．1 %,-32．0 kN,147．0 kPa,41．0 %,101．6 A,101．6 A,29．0 %,28．0 %,0．5 kWh,0．3 kWh,7．0 %,27．0 kN,-32．0 kN,1606．2 V,28．5 A,1611．2 V,1406531．0 kWh,887880．0 kWh,6．0 km/h,160．0 mm,93．0,29．2 %,254．0 kPa,42．0 %,19．2 %,35．6 %,10．0 %,84．0 kPa,75．0 kPa,29．6 %,270．0 kPa,36．8 %,10．0 %,10．0 %,10．0 %,144．0 kPa,147．0 kPa
764,22:35:04,2320,4．0 km/h,부산대(128),1187．0 m,-27．0 %,22．0 %,-19．0 kN,102．0 kPa,41．0 %,70．3 A,70．3 A,14．0 %,9．0 %,0．5 kWh,0．3 kWh,3．0 %,16．0 kN,-19．0 kN,1604．0 V,12．7 A,1613．5 V,1406531．0 kWh,887880．0 kWh,4．0 km/h,160．0 mm,97．0,21．6 %,254．0 kPa,42．0 %,14．0 %,19．6 %,10．0 %,84．0 kPa,69．0 kPa,23．6 %,270．0 kPa,36．8 %,10．0 %,10．0 %,10．0 %,96．0 kPa,102．0 kPa
765,22:35:05,2320,2．0 km/h,부산대(128),1189．0 m,0．0 %,11．4 %,-4．0 kN,27．0 kPa,41．0 %,0．0 A,0．0 A,16．0 %,9．0 %,0．5 kWh,0．3 kWh,0．0 %,0．0 kN,-4．0 kN,1613．5 V,4．5 A,1608．2 V,1406531．0 kWh,887880．0 kWh,3．0 km/h,160．0 mm,102．0,16．8 %,254．0 kPa,42．0 %,10．0 %,10．0 %,10．0 %,9．0 kPa,27．0 kPa,14．8 %,270．0 kPa,36．8 %,10．0 %,10．0 %,10．0 %,9．0 kPa,27．0 kPa
766,22:35:06,2320,2．0 km/h,부산대(128),1191．0 m,-19．0 %,22．0 %,-4．0 kN,60．0 kPa,41．0 %,7．8 A,7．8 A,19．0 %,13．0 %,0．5 kWh,0．3 kWh,1．0 %,3．0 kN,-4．0 kN,1598．7 V,3．5 A,1609．7 V,1406531．0 kWh,887880．0 kWh,2．0 km/h,160．0 mm,108．0,20．4 %,254．0 kPa,42．0 %,13．2 %,10．0 %,10．0 %,66．0 kPa,36．0 kPa,20．4 %,270．0 kPa,36．8 %,10．0 %,10．0 %,10．0 %,81．0 kPa,60．0 kPa
767,22:35:07,2320,1．0 km/h,부산대(128),1192．0 m,-43．0 %,32．9 %,-8．0 kN,99．0 kPa,41．0 %,31．3 A,23．4 A,37．0 %,28．0 %,0．5 kWh,0．3 kWh,0．0 %,5．0 kN,-8．0 kN,1593．7 V,5．0 A,1605．5 V,1406531．0 kWh,887880．0 kWh,1．0 km/h,160．0 mm,112．0,43．2 %,254．0 kPa,42．0 %,28．4 %,28．8 %,10．0 %,102．0 kPa,66．0 kPa,41．2 %,270．0 kPa,36．8 %,10．0 %,10．0 %,10．0 %,120．0 kPa,99．0 kPa
768,22:35:08,2320,0．0 km/h,부산대(128),1192．0 m,-27．0 %,12．9 %,-4．0 kN,102．0 kPa,41．0 %,0．0 A,0．0 A,27．0 %,18．0 %,0．5 kWh,0．3 kWh,0．0 %,0．0 kN,-4．0 kN,1602．5 V,3．5 A,1604．7 V,1406531．0 kWh,887880．0 kWh,0．0 km/h,160．0 mm,117．0,27．6 %,254．0 kPa,42．0 %,18．0 %,10．0 %,10．0 %,72．0 kPa,72．0 kPa,27．6 %,270．0 kPa,36．8 %,10．0 %,10．0 %,10．0 %,93．0 kPa,102．0 kPa
769,22:35:09,2320,0．0 km/h,부산대(128),1192．0 m,-41．0 %,40．4 %,-4．0 kN,111．0 kPa,41．0 %,0．0 A,0．0 A,41．0 %,27．0 %,0．5 kWh,0．3 kWh,0．0 %,0．0 kN,-4．0 kN,1611．2 V,5．0 A,1609．0 V,1406531．0 kWh,887880．0 kWh,0．0 km/h,160．0 mm,123．0,42．4 %,254．0 kPa,42．0 %,28．0 %,10．0 %,10．0 %,117．0 kPa,99．0 kPa,42．4 %,270．0 kPa,36．8 %,10．0 %,10．0 %,10．0 %,132．0 kPa,111．0 kPa
770,22:35:10,2320,0．0 km/h,부산대(128),0．0 m,-16．0 %,89．8 %,-4．0 kN,150．0 kPa,42．0 %,0．0 A,0．0 A,16．0 %,54．0 %,0．5 kWh,0．3 kWh,0．0 %,0．0 kN,-4．0 kN,1603．2 V,5．0 A,1607．0 V,1406531．0 kWh,887880．0 kWh,0．0 km/h,160．0 mm,127．0,16．8 %,254．0 kPa,42．0 %,54．0 %,10．0 %,10．0 %,189．0 kPa,138．0 kPa,17．2 %,270．0 kPa,36．8 %,10．0 %,10．0 %,10．0 %,189．0 kPa,150．0 kPa
771,22:35:11,2320,0．0 km/h,부산대(128),0．0 m,-16．0 %,89．8 %,-4．0 kN,216．0 kPa,42．0 %,0．0 A,0．0 A,16．0 %,59．0 %,0．5 kWh,0．3 kWh,0．0 %,0．0 kN,-4．0 kN,1602．5 V,5．0 A,1607．0 V,1406531．0 kWh,887880．0 kWh,0．0 km/h,160．0 mm,132．0,16．8 %,254．0 kPa,42．0 %,59．2 %,10．0 %,10．0 %,216．0 kPa,201．0 kPa,17．2 %,270．0 kPa,36．8 %,10．0 %,10．0 %,10．0 %,231．0 kPa,216．0 kPa
772,22:35:12,2320,0．0 km/h,부산대(128),0．0 m,-16．0 %,89．8 %,-4．0 kN,216．0 kPa,41．0 %,0．0 A,0．0 A,16．0 %,59．0 %,0．5 kWh,0．3 kWh,0．0 %,0．0 kN,-4．0 kN,1604．7 V,4．5 A,1607．0 V,1406531．0 kWh,887880．0 kWh,0．0 km/h,160．0 mm,138．0,16．8 %,254．0 kPa,42．0 %,58．8 %,10．0 %,10．0 %,216．0 kPa,207．0 kPa,17．2 %,268．0 kPa,36．8 %,10．0 %,10．0 %,10．0 %,231．0 kPa,216．0 kPa
773,22:35:13,2320,0．0 km/h,부산대(128),0．0 m,-16．0 %,89．8 %,-4．0 kN,216．0 kPa,41．0 %,0．0 A,0．0 A,16．0 %,58．0 %,0．5 kWh,0．3 kWh,0．0 %,0．0 kN,-4．0 kN,1604．7 V,4．5 A,1607．0 V,1406531．0 kWh,887880．0 kWh,0．0 km/h,160．0 mm,142．0,16．8 %,250．0 kPa,41．2 %,58．8 %,10．0 %,10．0 %,216．0 kPa,207．0 kPa,17．2 %,266．0 kPa,36．4 %,10．0 %,10．0 %,10．0 %,228．0 kPa,216．0 kPa
774,22:35:14,2320,0．0 km/h,부산대(128),0．0 m,-16．0 %,89．8 %,-4．0 kN,216．0 kPa,41．0 %,0．0 A,0．0 A,16．0 %,58．0 %,0．5 kWh,0．3 kWh,0．0 %,0．0 kN,-4．0 kN,1600．2 V,4．5 A,1607．0 V,1406531．0 kWh,887880．0 kWh,0．0 km/h,160．0 mm,147．0,16．8 %,250．0 kPa,41．2 %,58．8 %,10．0 %,10．0 %,216．0 kPa,207．0 kPa,17．2 %,266．0 kPa,36．4 %,10．0 %,10．0 %,10．0 %,228．0 kPa,216．0 kPa
775,22:35:15,2320,0．0 km/h,부산대(128),0．0 m,-16．0 %,89．8 %,-4．0 kN,216．0 kPa,41．0 %,0．0 A,0．0 A,16．0 %,58．0 %,0．5 kWh,0．3 kWh,0．0 %,0．0 kN,-4．0 kN,1603．2 V,5．0 A,1606．2 V,1406531．0 kWh,887880．0 kWh,0．0 km/h,160．0 mm,153．0,16．8 %,252．0 kPa,41．6 %,58．8 %,10．0 %,10．0 %,216．0 kPa,207．0 kPa,17．2 %,264．0 kPa,36．4 %,10．0 %,10．0 %,10．0 %,228．0 kPa,216．0 kPa
776,22:35:16,2320,0．0 km/h,부산대(128),0．0 m,-16．0 %,89．8 %,-4．0 kN,216．0 kPa,41．0 %,0．0 A,0．0 A,16．0 %,58．0 %,0．5 kWh,0．3 kWh,0．0 %,0．0 kN,-4．0 kN,1605．5 V,5．0 A,1606．2 V,1406531．0 kWh,887880．0 kWh,0．0 km/h,160．0 mm,157．0,16．8 %,252．0 kPa,41．6 %,58．8 %,10．0 %,10．0 %,216．0 kPa,207．0 kPa,17．2 %,264．0 kPa,36．4 %,10．0 %,10．0 %,10．0 %,228．0 kPa,216．0 kPa
777,22:35:17,2320,0．0 km/h,부산대(128),0．0 m,-16．0 %,89．8 %,-4．0 kN,216．0 kPa,41．0 %,0．0 A,0．0 A,16．0 %,58．0 %,0．5 kWh,0．3 kWh,0．0 %,0．0 kN,-4．0 kN,1602．5 V,5．0 A,1607．5 V,1406531．0 kWh,887880．0 kWh,0．0 km/h,160．0 mm,162．0,16．8 %,250．0 kPa,41．2 %,58．4 %,10．0 %,10．0 %,216．0 kPa,207．0 kPa,17．2 %,264．0 kPa,36．4 %,10．0 %,10．0 %,10．0 %,228．0 kPa,216．0 kPa
778,22:35:18,2320,0．0 km/h,부산대(128),0．0 m,-16．0 %,89．8 %,-4．0 kN,216．0 kPa,41．0 %,0．0 A,0．0 A,16．0 %,58．0 %,0．5 kWh,0．3 kWh,0．0 %,0．0 kN,-4．0 kN,1607．0 V,6．5 A,1608．2 V,1406531．0 kWh,887880．0 kWh,0．0 km/h,160．0 mm,168．0,16．8 %,252．0 kPa,41．6 %,58．8 %,10．0 %,10．0 %,216．0 kPa,207．0 kPa,17．2 %,264．0 kPa,36．4 %,10．0 %,10．0 %,10．0 %,228．0 kPa,216．0 kPa
779,22:35:19,2320,0．0 km/h,부산대(128),0．0 m,-16．0 %,89．8 %,-4．0 kN,216．0 kPa,41．0 %,0．0 A,0．0 A,16．0 %,58．0 %,0．5 kWh,0．3 kWh,0．0 %,0．0 kN,-4．0 kN,1604．7 V,4．0 A,1604．7 V,1406531．0 kWh,887880．0 kWh,0．0 km/h,160．0 mm,172．0,16．8 %,252．0 kPa,41．6 %,58．8 %,10．0 %,10．0 %,216．0 kPa,207．0 kPa,17．2 %,264．0 kPa,36．4 %,10．0 %,10．0 %,10．0 %,228．0 kPa,216．0 kPa
780,22:35:20,2320,0．0 km/h,부산대(128),0．0 m,-16．0 %,89．8 %,-4．0 kN,216．0 kPa,41．0 %,0．0 A,0．0 A,16．0 %,58．0 %,0．5 kWh,0．3 kWh,0．0 %,0．0 kN,-4．0 kN,1595．2 V,4．5 A,1606．2 V,1406531．0 kWh,887880．0 kWh,0．0 km/h,160．0 mm,177．0,16．8 %,252．0 kPa,41．6 %,58．8 %,10．0 %,10．0 %,216．0 kPa,207．0 kPa,17．2 %,264．0 kPa,36．4 %,10．0 %,10．0 %,10．0 %,228．0 kPa,216．0 kPa
781,22:35:21,2320,0．0 km/h,부산대(128),0．0 m,-16．0 %,89．8 %,-4．0 kN,216．0 kPa,41．0 %,0．0 A,0．0 A,16．0 %,58．0 %,0．5 kWh,0．3 kWh,0．0 %,0．0 kN,-4．0 kN,1609．7 V,4．5 A,1604．7 V,1406531．0 kWh,887880．0 kWh,0．0 km/h,160．0 mm,183．0,16．8 %,252．0 kPa,41．6 %,58．8 %,10．0 %,10．0 %,216．0 kPa,207．0 kPa,17．2 %,264．0 kPa,36．4 %,10．0 %,10．0 %,10．0 %,228．0 kPa,216．0 kPa
782,22:35:22,2320,0．0 km/h,부산대(128),0．0 m,-16．0 %,89．8 %,-4．0 kN,216．0 kPa,41．0 %,0．0 A,0．0 A,16．0 %,58．0 %,0．5 kWh,0．3 kWh,0．0 %,0．0 kN,-4．0 kN,1596．0 V,4．5 A,1604．0 V,1406531．0 kWh,887880．0 kWh,0．0 km/h,160．0 mm,187．0,16．8 %,252．0 kPa,41．6 %,58．8 %,10．0 %,10．0 %,216．0 kPa,207．0 kPa,17．2 %,264．0 kPa,36．4 %,10．0 %,10．0 %,10．0 %,228．0 kPa,216．0 kPa
783,22:35:23,2320,0．0 km/h,부산대(128),0．0 m,-16．0 %,89．8 %,-4．0 kN,216．0 kPa,41．0 %,0．0 A,0．0 A,16．0 %,58．0 %,0．5 kWh,0．3 kWh,0．0 %,0．0 kN,-4．0 kN,1596．5 V,4．5 A,1601．7 V,1406531．0 kWh,887880．0 kWh,0．0 km/h,160．0 mm,192．0,16．8 %,252．0 kPa,41．6 %,58．8 %,10．0 %,10．0 %,216．0 kPa,207．0 kPa,17．2 %,264．0 kPa,36．4 %,10．0 %,10．0 %,10．0 %,228．0 kPa,216．0 kPa
784,22:35:24,2320,0．0 km/h,부산대(128),0．0 m,-16．0 %,89．8 %,-4．0 kN,216．0 kPa,41．0 %,0．0 A,0．0 A,16．0 %,58．0 %,0．5 kWh,0．3 kWh,0．0 %,0．0 kN,-4．0 kN,1590．7 V,4．5 A,1596．5 V,1406531．0 kWh,887880．0 kWh,0．0 km/h,160．0 mm,198．0,16．8 %,252．0 kPa,41．6 %,58．8 %,10．0 %,10．0 %,216．0 kPa,207．0 kPa,17．2 %,264．0 kPa,36．4 %,10．0 %,10．0 %,10．0 %,228．0 kPa,216．0 kPa
785,22:35:25,2320,0．0 km/h,부산대(128),0．0 m,-16．0 %,89．8 %,-4．0 kN,216．0 kPa,41．0 %,0．0 A,0．0 A,16．0 %,58．0 %,0．5 kWh,0．3 kWh,0．0 %,0．0 kN,-4．0 kN,1588．5 V,5．0 A,1593．7 V,1406531．0 kWh,887880．0 kWh,0．0 km/h,160．0 mm,202．0,16．8 %,252．0 kPa,41．6 %,58．8 %,10．0 %,10．0 %,216．0 kPa,207．0 kPa,17．2 %,264．0 kPa,36．4 %,10．0 %,10．0 %,10．0 %,228．0 kPa,216．0 kPa
786,22:35:26,2320,0．0 km/h,부산대(128),0．0 m,-16．0 %,89．8 %,-4．0 kN,216．0 kPa,41．0 %,0．0 A,0．0 A,16．0 %,58．0 %,0．5 kWh,0．3 kWh,0．0 %,0．0 kN,-4．0 kN,1584．2 V,4．5 A,1588．5 V,1406531．0 kWh,887880．0 kWh,0．0 km/h,160．0 mm,207．0,16．8 %,252．0 kPa,41．6 %,58．8 %,10．0 %,10．0 %,216．0 kPa,207．0 kPa,17．2 %,264．0 kPa,36．4 %,10．0 %,10．0 %,10．0 %,228．0 kPa,216．0 kPa
787,22:35:27,2320,0．0 km/h,부산대(128),0．0 m,-16．0 %,89．8 %,-4．0 kN,216．0 kPa,41．0 %,0．0 A,0．0 A,16．0 %,58．0 %,0．5 kWh,0．3 kWh,0．0 %,0．0 kN,-4．0 kN,1595．2 V,2．7 A,1601．7 V,1406531．0 kWh,887880．0 kWh,0．0 km/h,160．0 mm,213．0,16．8 %,252．0 kPa,41．6 %,58．8 %,10．0 %,10．0 %,216．0 kPa,207．0 kPa,17．2 %,264．0 kPa,36．4 %,10．0 %,10．0 %,10．0 %,228．0 kPa,216．0 kPa
788,22:35:28,2320,0．0 km/h,부산대(128),0．0 m,-16．0 %,89．8 %,-4．0 kN,216．0 kPa,41．0 %,0．0 A,0．0 A,16．0 %,58．0 %,0．5 kWh,0．3 kWh,0．0 %,0．0 kN,-4．0 kN,1598．0 V,5．5 A,1605．5 V,1406531．0 kWh,887880．0 kWh,0．0 km/h,160．0 mm,217．0,16．8 %,252．0 kPa,41．6 %,58．8 %,10．0 %,10．0 %,216．0 kPa,207．0 kPa,17．2 %,264．0 kPa,36．4 %,10．0 %,10．0 %,10．0 %,228．0 kPa,216．0 kPa
789,22:35:29,2320,0．0 km/h,부산대(128),0．0 m,-16．0 %,89．8 %,-4．0 kN,216．0 kPa,41．0 %,0．0 A,0．0 A,16．0 %,58．0 %,0．5 kWh,0．3 kWh,0．0 %,0．0 kN,-4．0 kN,1598．0 V,5．0 A,1601．7 V,1406531．0 kWh,887880．0 kWh,0．0 km/h,160．0 mm,222．0,16．8 %,252．0 kPa,41．6 %,58．8 %,10．0 %,10．0 %,216．0 kPa,207．0 kPa,17．2 %,264．0 kPa,36．4 %,10．0 %,10．0 %,10．0 %,228．0 kPa,216．0 kPa
790,22:35:30,2320,0．0 km/h,부산대(128),0．0 m,-16．0 %,89．8 %,-4．0 kN,216．0 kPa,41．0 %,0．0 A,0．0 A,16．0 %,58．0 %,0．5 kWh,0．3 kWh,0．0 %,0．0 kN,-4．0 kN,1595．2 V,5．0 A,1599．5 V,1406531．0 kWh,887880．0 kWh,0．0 km/h,160．0 mm,226．0,16．8 %,252．0 kPa,41．6 %,58．4 %,10．0 %,10．0 %,216．0 kPa,207．0 kPa,17．2 %,264．0 kPa,36．4 %,10．0 %,10．0 %,10．0 %,228．0 kPa,216．0 kPa
791,22:35:31,2320,0．0 km/h,부산대(128),0．0 m,-16．0 %,89．8 %,-4．0 kN,216．0 kPa,41．0 %,0．0 A,0．0 A,16．0 %,58．0 %,0．5 kWh,0．3 kWh,0．0 %,0．0 kN,-4．0 kN,1589．2 V,6．0 A,1593．0 V,1406531．0 kWh,887880．0 kWh,0．0 km/h,160．0 mm,232．0,16．8 %,252．0 kPa,41．6 %,58．4 %,10．0 %,10．0 %,216．0 kPa,207．0 kPa,17．2 %,264．0 kPa,36．4 %,10．0 %,10．0 %,10．0 %,228．0 kPa,216．0 kPa
792,22:35:32,2320,0．0 km/h,부산대(128),0．0 m,-41．0 %,40．4 %,-4．0 kN,198．0 kPa,41．0 %,0．0 A,0．0 A,41．0 %,27．0 %,0．5 kWh,0．3 kWh,0．0 %,0．0 kN,-4．0 kN,1586．2 V,5．5 A,1588．5 V,1406531．0 kWh,887880．0 kWh,0．0 km/h,160．0 mm,237．0,42．4 %,252．0 kPa,41．6 %,27．6 %,10．0 %,10．0 %,186．0 kPa,201．0 kPa,42．4 %,264．0 kPa,36．4 %,10．0 %,10．0 %,10．0 %,171．0 kPa,198．0 kPa
793,22:35:33,2320,0．0 km/h,부산대(128),0．0 m,-41．0 %,40．4 %,-4．0 kN,129．0 kPa,41．0 %,0．0 A,0．0 A,41．0 %,27．0 %,0．5 kWh,0．3 kWh,0．0 %,0．0 kN,-4．0 kN,1598．7 V,5．5 A,1602．5 V,1406531．0 kWh,887880．0 kWh,0．0 km/h,160．0 mm,241．0,42．4 %,250．0 kPa,41．2 %,27．6 %,10．0 %,10．0 %,114．0 kPa,123．0 kPa,42．4 %,264．0 kPa,36．4 %,10．0 %,10．0 %,10．0 %,132．0 kPa,129．0 kPa
794,22:35:34,2320,0．0 km/h,부산대(128),0．0 m,-41．0 %,40．4 %,-4．0 kN,129．0 kPa,41．0 %,0．0 A,0．0 A,41．0 %,27．0 %,0．5 kWh,0．3 kWh,0．0 %,0．0 kN,-4．0 kN,1608．2 V,5．0 A,1607．0 V,1406531．0 kWh,887880．0 kWh,0．0 km/h,160．0 mm,247．0,42．4 %,252．0 kPa,41．6 %,27．6 %,10．0 %,10．0 %,117．0 kPa,114．0 kPa,42．4 %,264．0 kPa,36．4 %,10．0 %,10．0 %,10．0 %,132．0 kPa,129．0 kPa
795,22:35:35,2320,0．0 km/h,부산대(128),0．0 m,-41．0 %,40．4 %,-4．0 kN,132．0 kPa,41．0 %,0．0 A,0．0 A,41．0 %,27．0 %,0．5 kWh,0．3 kWh,0．0 %,0．0 kN,-4．0 kN,1604．7 V,5．5 A,1607．5 V,1406531．0 kWh,887880．0 kWh,0．0 km/h,160．0 mm,252．0,42．4 %,252．0 kPa,41．6 %,27．6 %,10．0 %,10．0 %,117．0 kPa,114．0 kPa,42．4 %,264．0 kPa,36．4 %,10．0 %,10．0 %,10．0 %,135．0 kPa,132．0 kPa
796,22:35:36,2320,0．0 km/h,부산대(128),0．0 m,-41．0 %,40．4 %,-4．0 kN,132．0 kPa,41．0 %,0．0 A,0．0 A,41．0 %,27．0 %,0．5 kWh,0．3 kWh,0．0 %,0．0 kN,-4．0 kN,1608．2 V,4．5 A,1607．5 V,1406531．0 kWh,887880．0 kWh,0．0 km/h,160．0 mm,0．0,42．4 %,250．0 kPa,41．2 %,27．6 %,10．0 %,10．0 %,117．0 kPa,114．0 kPa,42．4 %,264．0 kPa,36．4 %,10．0 %,10．0 %,10．0 %,135．0 kPa,132．0 kPa
797,22:35:37,2320,0．0 km/h,부산대(128),0．0 m,-41．0 %,40．4 %,-4．0 kN,132．0 kPa,41．0 %,0．0 A,0．0 A,41．0 %,27．0 %,0．5 kWh,0．3 kWh,0．0 %,0．0 kN,-4．0 kN,1617．2 V,4．5 A,1611．2 V,1406531．0 kWh,887880．0 kWh,0．0 km/h,160．0 mm,6．0,42．4 %,250．0 kPa,41．2 %,27．6 %,10．0 %,10．0 %,117．0 kPa,117．0 kPa,42．4 %,264．0 kPa,36．4 %,10．0 %,10．0 %,10．0 %,135．0 kPa,132．0 kPa
798,22:35:38,2320,0．0 km/h,부산대(128),0．0 m,-41．0 %,40．4 %,-4．0 kN,132．0 kPa,41．0 %,0．0 A,0．0 A,41．0 %,27．0 %,0．5 kWh,0．3 kWh,0．0 %,0．0 kN,-4．0 kN,1610．5 V,4．5 A,1611．2 V,1406531．0 kWh,887880．0 kWh,0．0 km/h,160．0 mm,11．0,42．4 %,250．0 kPa,41．2 %,27．6 %,10．0 %,10．0 %,117．0 kPa,117．0 kPa,42．4 %,264．0 kPa,36．4 %,10．0 %,10．0 %,10．0 %,135．0 kPa,132．0 kPa
799,22:35:39,2320,0．0 km/h,장전(129),0．0 m,-41．0 %,40．4 %,-4．0 kN,132．0 kPa,41．0 %,0．0 A,0．0 A,41．0 %,27．0 %,0．5 kWh,0．3 kWh,0．0 %,0．0 kN,-4．0 kN,1607．0 V,4．0 A,1611．2 V,1406531．0 kWh,887880．0 kWh,0．0 km/h,160．0 mm,15．0,42．4 %,250．0 kPa,41．2 %,27．6 %,10．0 %,10．0 %,117．0 kPa,117．0 kPa,42．4 %,264．0 kPa,36．4 %,10．0 %,10．0 %,10．0 %,135．0 kPa,132．0 kPa
800,22:35:40,2320,0．0 km/h,장전(129),0．0 m,-41．0 %,40．4 %,-4．0 kN,132．0 kPa,41．0 %,0．0 A,0．0 A,41．0 %,27．0 %,0．5 kWh,0．3 kWh,0．0 %,0．0 kN,-4．0 kN,1608．2 V,4．5 A,1611．2 V,1406531．0 kWh,887880．0 kWh,0．0 km/h,160．0 mm,21．0,42．4 %,250．0 kPa,41．2 %,27．6 %,10．0 %,10．0 %,117．0 kPa,117．0 kPa,42．4 %,264．0 kPa,36．4 %,10．0 %,10．0 %,10．0 %,135．0 kPa,132．0 kPa
