No,Time,열차번호,Speed,Next Station code,Distance,PBR,ATO PWM,M1(Car2) APB,Tc1 BC pressure,Car2_VVVF-Load Weight,Car2_VVVF-Iq REAL,Car2_VVVF-Iq REF,Car2_VVVF-PWM노치,Car2_VVVF-BECU Brake Command,Car2_VVVF-P_watt,Car2_VVVF-B_watt,Car2_VVVF-MR,Car2_VVVF-PBR,Car2_VVVF-Actual PB,Car2_VVVF-V Line,Car2_VVVF-I Line,Car2_VVVF-V FC,Car2_VVVF_P_Watt(1=1kwh),Car2_VVVF_B_Watt(1=1kwh),Car2_VVVF-VVVF1 SDR Speed from BECU,Car2_VVVF-VVVF1 SDR 평균차륜경,Car2_VVVF-VVVF1 SDR WatchDog,Car2_BECU-PWM,Car2_BECU-ASP,Car2_BECU-LW,Car2_BECU-BED,Car2_BECU-BEA,Car2_BECU-ABRC,Car2_BECU-ACP,Car2_BECU-BCP,Car1_BECU-PWM,Car1_BECU-ASP,Car1_BECU-LW,Car1_BECU-BED,Car1_BECU-BEA,Car1_BECU-ABRC,Car1_BECU-ACP,Car1_BECU-BCP
47,22:23:07,2320,68．0 km/h,시청(122),646．0 m,-76．0 %,60．4 %,-60．0 kN,30．0 kPa,47．0 %,132．8 A,132．8 A,76．0 %,52．0 %,0．4 kWh,0．0 kWh,100．0 %,57．0 kN,-60．0 kN,1630．2 V,625．7 A,1661．7 V,1406497．0 kWh,887856．0 kWh,69．0 km/h,160．0 mm,95．0,71．6 %,284．0 kPa,47．2 %,49．2 %,56．8 %,48．8 %,0．0 kPa,0．0 kPa,76．4 %,296．0 kPa,39．6 %,10．0 %,10．0 %,50．8 %,15．0 kPa,30．0 kPa
48,22:23:08,2320,66．0 km/h,시청(122),670．0 m,-60．0 %,88．2 %,-48．0 kN,0．0 kPa,47．0 %,125．0 A,125．0 A,59．0 %,41．0 %,0．4 kWh,0．1 kWh,100．0 %,43．0 kN,-48．0 kN,1631．7 V,473．7 A,1653．7 V,1406497．0 kWh,887857．0 kWh,66．0 km/h,160．0 mm,102．0,60．4 %,284．0 kPa,47．2 %,41．6 %,46．4 %,39．6 %,0．0 kPa,0．0 kPa,60．4 %,296．0 kPa,39．6 %,10．0 %,10．0 %,39．2 %,0．0 kPa,0．0 kPa
49,22:23:09,2320,64．0 km/h,시청(122),689．0 m,-84．0 %,82．7 %,-72．0 kN,54．0 kPa,47．0 %,164．1 A,164．1 A,84．0 %,58．0 %,0．4 kWh,0．1 kWh,100．0 %,68．0 kN,-72．0 kN,1653．7 V,685．7 A,1673．5 V,1406497．0 kWh,887857．0 kWh,64．0 km/h,160．0 mm,107．0,84．4 %,284．0 kPa,47．2 %,58．4 %,67．2 %,57．2 %,0．0 kPa,0．0 kPa,84．4 %,296．0 kPa,39．6 %,10．0 %,10．0 %,56．4 %,60．0 kPa,54．0 kPa
50,22:23:10,2320,62．0 km/h,시청(122),704．0 m,-88．0 %,86．7 %,-76．0 kN,21．0 kPa,47．0 %,156．3 A,171．9 A,88．0 %,61．0 %,0．4 kWh,0．1 kWh,100．0 %,72．0 kN,-76．0 kN,1676．5 V,705．2 A,1675．0 V,1406497．0 kWh,887857．0 kWh,62．0 km/h,160．0 mm,111．0,88．4 %,284．0 kPa,47．2 %,61．2 %,67．2 %,54．8 %,0．0 kPa,0．0 kPa,88．4 %,296．0 kPa,39．6 %,10．0 %,10．0 %,54．8 %,9．0 kPa,21．0 kPa
51,22:23:11,2320,59．0 km/h,시청(122),726．0 m,-74．0 %,72．9 %,-72．0 kN,0．0 kPa,47．0 %,187．5 A,164．1 A,74．0 %,51．0 %,0．4 kWh,0．1 kWh,100．0 %,64．0 kN,-72．0 kN,1658．2 V,614．5 A,1667．0 V,1406497．0 kWh,887857．0 kWh,59．0 km/h,160．0 mm,117．0,74．4 %,284．0 kPa,47．2 %,51．2 %,66．4 %,61．6 %,0．0 kPa,0．0 kPa,74．4 %,296．0 kPa,39．6 %,10．0 %,10．0 %,60．0 %,0．0 kPa,0．0 kPa
52,22:23:12,2320,56．0 km/h,시청(122),744．0 m,-91．0 %,89．8 %,-80．0 kN,36．0 kPa,47．0 %,179．7 A,187．5 A,91．0 %,62．0 %,0．4 kWh,0．2 kWh,99．0 %,74．0 kN,-80．0 kN,1663．2 V,655．0 A,1675．7 V,1406497．0 kWh,887858．0 kWh,56．0 km/h,160．0 mm,122．0,90．0 %,284．0 kPa,47．2 %,62．4 %,67．2 %,54．0 %,0．0 kPa,0．0 kPa,90．0 %,296．0 kPa,39．6 %,10．0 %,10．0 %,54．0 %,63．0 kPa,36．0 kPa
53,22:23:13,2320,54．0 km/h,시청(122),758．0 m,-85．0 %,83．5 %,-76．0 kN,0．0 kPa,47．0 %,218．8 A,187．5 A,85．0 %,59．0 %,0．4 kWh,0．2 kWh,95．0 %,70．0 kN,-76．0 kN,1665．5 V,602．7 A,1667．0 V,1406497．0 kWh,887858．0 kWh,54．0 km/h,160．0 mm,126．0,85．2 %,284．0 kPa,47．2 %,59．2 %,67．2 %,56．4 %,0．0 kPa,0．0 kPa,85．6 %,296．0 kPa,39．6 %,10．0 %,10．0 %,56．4 %,9．0 kPa,0．0 kPa
54,22:23:14,2320,51．0 km/h,시청(122),778．0 m,-78．0 %,76．1 %,-72．0 kN,0．0 kPa,47．0 %,179．7 A,179．7 A,78．0 %,54．0 %,0．4 kWh,0．2 kWh,87．0 %,63．0 kN,-72．0 kN,1641．2 V,517．2 A,1656．7 V,1406497．0 kWh,887858．0 kWh,51．0 km/h,160．0 mm,132．0,78．4 %,284．0 kPa,47．2 %,54．0 %,67．2 %,60．4 %,0．0 kPa,0．0 kPa,78．4 %,296．0 kPa,39．6 %,10．0 %,10．0 %,60．4 %,0．0 kPa,0．0 kPa
55,22:23:15,2320,48．0 km/h,시청(122),793．0 m,-77．0 %,74．5 %,-68．0 kN,0．0 kPa,47．0 %,179．7 A,179．7 A,77．0 %,53．0 %,0．4 kWh,0．2 kWh,83．0 %,61．0 kN,-68．0 kN,1628．0 V,478．2 A,1644．2 V,1406497．0 kWh,887859．0 kWh,48．0 km/h,160．0 mm,137．0,77．2 %,284．0 kPa,47．2 %,53．2 %,62．4 %,53．6 %,0．0 kPa,0．0 kPa,77．6 %,296．0 kPa,39．6 %,10．0 %,10．0 %,53．6 %,0．0 kPa,0．0 kPa
56,22:23:16,2320,46．0 km/h,시청(122),805．0 m,-70．0 %,68．2 %,-68．0 kN,0．0 kPa,47．0 %,171．9 A,171．9 A,70．0 %,48．0 %,0．4 kWh,0．3 kWh,80．0 %,60．0 kN,-68．0 kN,1615．7 V,456．2 A,1631．7 V,1406497．0 kWh,887859．0 kWh,47．0 km/h,160．0 mm,141．0,70．4 %,284．0 kPa,47．2 %,48．4 %,62．4 %,57．2 %,0．0 kPa,0．0 kPa,70．4 %,296．0 kPa,39．6 %,10．0 %,10．0 %,56．8 %,0．0 kPa,0．0 kPa
57,22:23:17,2320,44．0 km/h,시청(122),822．0 m,-66．0 %,64．3 %,-56．0 kN,0．0 kPa,47．0 %,156．3 A,156．3 A,66．0 %,47．0 %,0．4 kWh,0．3 kWh,70．0 %,52．0 kN,-56．0 kN,1645．7 V,367．7 A,1655．2 V,1406497．0 kWh,887859．0 kWh,44．0 km/h,160．0 mm,147．0,66．4 %,284．0 kPa,47．2 %,45．6 %,54．0 %,47．2 %,0．0 kPa,0．0 kPa,68．4 %,296．0 kPa,39．6 %,10．0 %,10．0 %,44．4 %,0．0 kPa,0．0 kPa
58,22:23:18,2320,42．0 km/h,시청(122),836．0 m,-66．0 %,64．3 %,-56．0 kN,0．0 kPa,47．0 %,156．3 A,156．3 A,66．0 %,45．0 %,0．4 kWh,0．3 kWh,67．0 %,51．0 kN,-56．0 kN,1628．0 V,341．0 A,1650．7 V,1406497．0 kWh,887859．0 kWh,42．0 km/h,160．0 mm,152．0,66．4 %,284．0 kPa,47．2 %,45．6 %,53．2 %,46．0 %,0．0 kPa,0．0 kPa,66．4 %,296．0 kPa,39．6 %,10．0 %,10．0 %,46．0 %,0．0 kPa,0．0 kPa
59,22:23:19,2320,40．0 km/h,시청(122),846．0 m,-72．0 %,70．6 %,-60．0 kN,0．0 kPa,47．0 %,156．3 A,156．3 A,72．0 %,47．0 %,0．4 kWh,0．3 kWh,65．0 %,53．0 kN,-60．0 kN,1637．7 V,342．5 A,1645．0 V,1406497．0 kWh,887859．0 kWh,40．0 km/h,160．0 mm,156．0,69．2 %,284．0 kPa,47．2 %,48．0 %,55．6 %,48．0 %,0．0 kPa,0．0 kPa,69．6 %,296．0 kPa,39．6 %,10．0 %,10．0 %,48．0 %,0．0 kPa,0．0 kPa
60,22:23:20,2320,37．0 km/h,시청(122),860．0 m,-73．0 %,70．6 %,-64．0 kN,0．0 kPa,47．0 %,171．9 A,171．9 A,73．0 %,50．0 %,0．4 kWh,0．3 kWh,64．0 %,58．0 kN,-64．0 kN,1653．7 V,352．2 A,1645．7 V,1406497．0 kWh,887859．0 kWh,38．0 km/h,160．0 mm,162．0,73．2 %,284．0 kPa,47．2 %,50．8 %,60．8 %,53．2 %,0．0 kPa,0．0 kPa,72．4 %,296．0 kPa,39．6 %,10．0 %,10．0 %,52．8 %,0．0 kPa,0．0 kPa
61,22:23:21,2320,35．0 km/h,시청(122),872．0 m,-72．0 %,70．6 %,-60．0 kN,0．0 kPa,47．0 %,179．7 A,164．1 A,72．0 %,50．0 %,0．4 kWh,0．3 kWh,59．0 %,57．0 kN,-60．0 kN,1636．2 V,321．0 A,1651．5 V,1406497．0 kWh,887860．0 kWh,35．0 km/h,160．0 mm,167．0,72．4 %,284．0 kPa,47．2 %,50．0 %,58．0 %,49．6 %,0．0 kPa,0．0 kPa,72．4 %,296．0 kPa,39．6 %,10．0 %,10．0 %,50．4 %,0．0 kPa,0．0 kPa
62,22:23:22,2320,33．0 km/h,시청(122),881．0 m,-74．0 %,72．2 %,-64．0 kN,0．0 kPa,47．0 %,156．3 A,171．9 A,74．0 %,51．0 %,0．4 kWh,0．4 kWh,57．0 %,58．0 kN,-64．0 kN,1638．2 V,311．7 A,1646．5 V,1406497．0 kWh,887860．0 kWh,33．0 km/h,160．0 mm,171．0,74．4 %,284．0 kPa,47．2 %,51．2 %,60．0 %,51．6 %,0．0 kPa,0．0 kPa,74．4 %,296．0 kPa,39．6 %,10．0 %,10．0 %,50．8 %,0．0 kPa,0．0 kPa
63,22:23:23,2320,30．0 km/h,시청(122),893．0 m,-68．0 %,66．7 %,-56．0 kN,0．0 kPa,47．0 %,148．4 A,156．3 A,68．0 %,47．0 %,0．4 kWh,0．4 kWh,50．0 %,52．0 kN,-56．0 kN,1648．7 V,252．0 A,1639．0 V,1406497．0 kWh,887860．0 kWh,30．0 km/h,160．0 mm,177．0,68．4 %,284．0 kPa,47．2 %,47．2 %,54．8 %,47．6 %,0．0 kPa,0．0 kPa,68．4 %,296．0 kPa,39．6 %,10．0 %,10．0 %,48．0 %,0．0 kPa,0．0 kPa
64,22:23:24,2320,28．0 km/h,시청(122),903．0 m,-68．0 %,66．7 %,-56．0 kN,0．0 kPa,47．0 %,148．4 A,148．4 A,68．0 %,47．0 %,0．4 kWh,0．4 kWh,47．0 %,52．0 kN,-56．0 kN,1633．2 V,234．0 A,1639．7 V,1406497．0 kWh,887860．0 kWh,29．0 km/h,160．0 mm,181．0,68．4 %,284．0 kPa,47．2 %,47．2 %,54．4 %,46．8 %,0．0 kPa,0．0 kPa,68．4 %,296．0 kPa,39．6 %,10．0 %,10．0 %,46．8 %,0．0 kPa,0．0 kPa
65,22:23:25,2320,26．0 km/h,시청(122),910．0 m,-71．0 %,69．8 %,-60．0 kN,0．0 kPa,47．0 %,171．9 A,164．1 A,71．0 %,49．0 %,0．4 kWh,0．4 kWh,44．0 %,56．0 kN,-60．0 kN,1625．2 V,234．0 A,1637．7 V,1406497．0 kWh,887860．0 kWh,27．0 km/h,160．0 mm,186．0,71．2 %,284．0 kPa,47．2 %,49．2 %,56．4 %,48．4 %,0．0 kPa,0．0 kPa,71．6 %,296．0 kPa,39．6 %,10．0 %,10．0 %,49．2 %,0．0 kPa,0．0 kPa
66,22:23:26,2320,23．0 km/h,시청(122),921．0 m,-72．0 %,70．6 %,-64．0 kN,0．0 kPa,47．0 %,187．5 A,171．9 A,72．0 %,50．0 %,0．4 kWh,0．4 kWh,40．0 %,57．0 kN,-64．0 kN,1629．5 V,217．0 A,1642．0 V,1406497．0 kWh,887860．0 kWh,24．0 km/h,160．0 mm,191．0,72．4 %,284．0 kPa,47．2 %,50．0 %,60．4 %,53．6 %,0．0 kPa,0．0 kPa,72．4 %,296．0 kPa,39．6 %,10．0 %,10．0 %,54．4 %,0．0 kPa,0．0 kPa
67,22:23:27,2320,21．0 km/h,시청(122),928．0 m,-71．0 %,62．0 %,-60．0 kN,0．0 kPa,47．0 %,179．7 A,164．1 A,63．0 %,49．0 %,0．4 kWh,0．4 kWh,35．0 %,56．0 kN,-60．0 kN,1623．0 V,187．2 A,1628．7 V,1406497．0 kWh,887860．0 kWh,21．0 km/h,160．0 mm,197．0,71．2 %,284．0 kPa,47．2 %,49．2 %,57．6 %,49．6 %,0．0 kPa,0．0 kPa,63．6 %,296．0 kPa,39．6 %,10．0 %,10．0 %,53．6 %,0．0 kPa,0．0 kPa
68,22:23:28,2320,19．0 km/h,시청(122),934．0 m,-63．0 %,62．0 %,-52．0 kN,0．0 kPa,47．0 %,148．4 A,148．4 A,63．0 %,43．0 %,0．4 kWh,0．4 kWh,29．0 %,47．0 kN,-52．0 kN,1604．7 V,150．0 A,1630．2 V,1406497．0 kWh,887860．0 kWh,19．0 km/h,160．0 mm,201．0,63．2 %,284．0 kPa,47．2 %,43．6 %,50．8 %,44．0 %,0．0 kPa,0．0 kPa,63．6 %,296．0 kPa,39．6 %,10．0 %,10．0 %,44．4 %,0．0 kPa,0．0 kPa
69,22:23:29,2320,17．0 km/h,시청(122),942．0 m,-69．0 %,65．9 %,-60．0 kN,0．0 kPa,47．0 %,156．3 A,164．1 A,67．0 %,46．0 %,0．4 kWh,0．4 kWh,26．0 %,53．0 kN,-60．0 kN,1601．7 V,142．2 A,1621．5 V,1406497．0 kWh,887860．0 kWh,17．0 km/h,160．0 mm,207．0,67．2 %,284．0 kPa,47．2 %,46．4 %,55．6 %,49．2 %,0．0 kPa,0．0 kPa,67．6 %,296．0 kPa,39．6 %,10．0 %,10．0 %,49．2 %,0．0 kPa,0．0 kPa
70,22:23:30,2320,14．0 km/h,시청(122),948．0 m,-67．0 %,65．9 %,-56．0 kN,0．0 kPa,47．0 %,164．1 A,164．1 A,67．0 %,46．0 %,0．4 kWh,0．4 kWh,23．0 %,52．0 kN,-56．0 kN,1616．5 V,123．2 A,1619．2 V,1406497．0 kWh,887860．0 kWh,14．0 km/h,160．0 mm,212．0,67．2 %,284．0 kPa,47．2 %,46．4 %,54．0 %,46．8 %,0．0 kPa,0．0 kPa,67．6 %,296．0 kPa,39．6 %,10．0 %,10．0 %,46．8 %,0．0 kPa,0．0 kPa
71,22:23:31,2320,13．0 km/h,시청(122),952．0 m,-63．0 %,57．6 %,-52．0 kN,33．0 kPa,47．0 %,148．4 A,148．4 A,63．0 %,43．0 %,0．4 kWh,0．4 kWh,19．0 %,47．0 kN,-52．0 kN,1604．7 V,100．7 A,1615．0 V,1406497．0 kWh,887860．0 kWh,13．0 km/h,160．0 mm,216．0,64．0 %,284．0 kPa,47．2 %,44．0 %,50．4 %,28．0 %,60．0 kPa,33．0 kPa,63．6 %,296．0 kPa,39．6 %,10．0 %,10．0 %,28．4 %,93．0 kPa,33．0 kPa
72,22:23:32,2320,10．0 km/h,시청(122),957．0 m,-56．0 %,62．7 %,-52．0 kN,108．0 kPa,47．0 %,148．4 A,148．4 A,52．0 %,36．0 %,0．4 kWh,0．4 kWh,14．0 %,45．0 kN,-52．0 kN,1605．5 V,76．7 A,1623．7 V,1406497．0 kWh,887860．0 kWh,10．0 km/h,160．0 mm,222．0,56．4 %,284．0 kPa,47．2 %,38．8 %,50．8 %,10．0 %,78．0 kPa,48．0 kPa,52．4 %,296．0 kPa,39．6 %,10．0 %,10．0 %,10．0 %,216．0 kPa,108．0 kPa
73,22:23:33,2320,7．0 km/h,시청(122),961．0 m,-68．0 %,50．6 %,-48．0 kN,168．0 kPa,47．0 %,140．6 A,140．6 A,43．0 %,29．0 %,0．4 kWh,0．4 kWh,10．0 %,42．0 kN,-48．0 kN,1609．0 V,52．0 A,1618．5 V,1406497．0 kWh,887861．0 kWh,8．0 km/h,160．0 mm,227．0,43．2 %,284．0 kPa,47．2 %,29．6 %,44．0 %,10．0 %,141．0 kPa,99．0 kPa,51．2 %,296．0 kPa,39．6 %,10．0 %,10．0 %,10．0 %,189．0 kPa,168．0 kPa
74,22:23:34,2320,5．0 km/h,시청(122),964．0 m,-45．0 %,20．4 %,-32．0 kN,138．0 kPa,47．0 %,109．4 A,109．4 A,45．0 %,30．0 %,0．4 kWh,0．4 kWh,5．0 %,28．0 kN,-32．0 kN,1606．2 V,25．5 A,1619．2 V,1406497．0 kWh,887861．0 kWh,5．0 km/h,160．0 mm,231．0,45．2 %,284．0 kPa,47．2 %,30．8 %,32．0 %,10．0 %,78．0 kPa,87．0 kPa,22．4 %,296．0 kPa,39．6 %,10．0 %,10．0 %,10．0 %,138．0 kPa,138．0 kPa
75,22:23:35,2320,2．0 km/h,시청(122),967．0 m,-16．0 %,10．6 %,-4．0 kN,75．0 kPa,47．0 %,0．0 A,0．0 A,16．0 %,10．0 %,0．4 kWh,0．4 kWh,0．0 %,0．0 kN,-4．0 kN,1601．0 V,7．0 A,1609．7 V,1406497．0 kWh,887861．0 kWh,2．0 km/h,160．0 mm,237．0,17．2 %,284．0 kPa,47．2 %,11．2 %,10．0 %,10．0 %,63．0 kPa,69．0 kPa,16．0 %,296．0 kPa,39．6 %,10．0 %,10．0 %,10．0 %,78．0 kPa,75．0 kPa
76,22:23:36,2320,1．0 km/h,시청(122),969．0 m,-27．0 %,19．2 %,-4．0 kN,69．0 kPa,47．0 %,0．0 A,0．0 A,27．0 %,18．0 %,0．4 kWh,0．4 kWh,0．0 %,0．0 kN,-4．0 kN,1616．5 V,6．5 A,1607．0 V,1406497．0 kWh,887861．0 kWh,2．0 km/h,160．0 mm,242．0,27．6 %,284．0 kPa,47．2 %,18．4 %,10．0 %,10．0 %,96．0 kPa,69．0 kPa,27．6 %,296．0 kPa,39．6 %,10．0 %,10．0 %,10．0 %,102．0 kPa,69．0 kPa
77,22:23:37,2320,1．0 km/h,시청(122),970．0 m,-48．0 %,33．7 %,-4．0 kN,132．0 kPa,47．0 %,0．0 A,0．0 A,48．0 %,33．0 %,0．4 kWh,0．4 kWh,0．0 %,0．0 kN,-4．0 kN,1612．7 V,6．0 A,1605．5 V,1406497．0 kWh,887861．0 kWh,1．0 km/h,160．0 mm,246．0,48．8 %,284．0 kPa,47．2 %,33．2 %,10．0 %,10．0 %,141．0 kPa,123．0 kPa,49．2 %,296．0 kPa,39．6 %,10．0 %,10．0 %,10．0 %,156．0 kPa,132．0 kPa
78,22:23:38,2320,0．0 km/h,시청(122),970．0 m,-41．0 %,40．4 %,-4．0 kN,141．0 kPa,47．0 %,0．0 A,0．0 A,41．0 %,29．0 %,0．4 kWh,0．4 kWh,0．0 %,0．0 kN,-4．0 kN,1606．2 V,5．5 A,1609．0 V,1406497．0 kWh,887861．0 kWh,0．0 km/h,160．0 mm,252．0,42．4 %,284．0 kPa,47．2 %,28．8 %,10．0 %,10．0 %,120．0 kPa,132．0 kPa,42．4 %,296．0 kPa,39．6 %,10．0 %,10．0 %,10．0 %,147．0 kPa,141．0 kPa
79,22:23:39,2320,0．0 km/h,시청(122),970．0 m,-16．0 %,89．8 %,-4．0 kN,105．0 kPa,47．0 %,0．0 A,0．0 A,16．0 %,45．0 %,0．4 kWh,0．4 kWh,0．0 %,0．0 kN,-4．0 kN,1625．2 V,4．5 A,1609．0 V,1406497．0 kWh,887861．0 kWh,0．0 km/h,160．0 mm,1．0,16．8 %,284．0 kPa,47．2 %,47．6 %,10．0 %,10．0 %,171．0 kPa,99．0 kPa,39．6 %,296．0 kPa,39．6 %,10．0 %,10．0 %,10．0 %,108．0 kPa,105．0 kPa
80,22:23:40,2320,0．0 km/h,시청(122),0．0 m,-16．0 %,89．8 %,-4．0 kN,216．0 kPa,47．0 %,0．0 A,0．0 A,16．0 %,62．0 %,0．4 kWh,0．4 kWh,0．0 %,0．0 kN,-4．0 kN,1604．0 V,4．5 A,1607．5 V,1406497．0 kWh,887861．0 kWh,0．0 km/h,160．0 mm,5．0,16．8 %,284．0 kPa,47．2 %,62．4 %,10．0 %,10．0 %,234．0 kPa,195．0 kPa,17．2 %,296．0 kPa,39．6 %,10．0 %,10．0 %,10．0 %,252．0 kPa,216．0 kPa
81,22:23:41,2320,0．0 km/h,시청(122),0．0 m,-16．0 %,89．8 %,-4．0 kN,234．0 kPa,47．0 %,0．0 A,0．0 A,16．0 %,62．0 %,0．4 kWh,0．4 kWh,0．0 %,0．0 kN,-4．0 kN,1627．5 V,4．0 A,1611．2 V,1406497．0 kWh,887861．0 kWh,0．0 km/h,160．0 mm,11．0,16．8 %,284．0 kPa,47．2 %,62．4 %,10．0 %,10．0 %,231．0 kPa,222．0 kPa,17．2 %,296．0 kPa,39．6 %,10．0 %,10．0 %,10．0 %,246．0 kPa,234．0 kPa
82,22:23:42,2320,0．0 km/h,시청(122),0．0 m,-16．0 %,89．8 %,-4．0 kN,234．0 kPa,47．0 %,0．0 A,0．0 A,16．0 %,62．0 %,0．4 kWh,0．4 kWh,0．0 %,0．0 kN,-4．0 kN,1613．5 V,3．0 A,1611．2 V,1406497．0 kWh,887861．0 kWh,0．0 km/h,160．0 mm,16．0,16．8 %,282．0 kPa,46．8 %,62．0 %,10．0 %,10．0 %,231．0 kPa,222．0 kPa,17．2 %,296．0 kPa,39．6 %,10．0 %,10．0 %,10．0 %,246．0 kPa,234．0 kPa
83,22:23:43,2320,0．0 km/h,시청(122),0．0 m,-16．0 %,89．8 %,-4．0 kN,234．0 kPa,46．0 %,0．0 A,0．0 A,16．0 %,62．0 %,0．4 kWh,0．4 kWh,0．0 %,0．0 kN,-4．0 kN,1601．7 V,4．0 A,1612．0 V,1406497．0 kWh,887861．0 kWh,0．0 km/h,160．0 mm,20．0,16．8 %,280．0 kPa,46．8 %,62．0 %,10．0 %,10．0 %,231．0 kPa,222．0 kPa,17．2 %,296．0 kPa,39．6 %,10．0 %,10．0 %,10．0 %,246．0 kPa,234．0 kPa
84,22:23:44,2320,0．0 km/h,시청(122),0．0 m,-16．0 %,89．8 %,-4．0 kN,234．0 kPa,46．0 %,0．0 A,0．0 A,16．0 %,61．0 %,0．4 kWh,0．4 kWh,0．0 %,0．0 kN,-4．0 kN,1616．5 V,3．5 A,1611．2 V,1406497．0 kWh,887861．0 kWh,0．0 km/h,160．0 mm,26．0,16．8 %,280．0 kPa,46．4 %,62．0 %,10．0 %,10．0 %,231．0 kPa,222．0 kPa,17．2 %,294．0 kPa,39．2 %,10．0 %,10．0 %,10．0 %,246．0 kPa,234．0 kPa
85,22:23:45,2320,0．0 km/h,시청(122),0．0 m,-16．0 %,89．8 %,-4．0 kN,234．0 kPa,46．0 %,0．0 A,0．0 A,16．0 %,61．0 %,0．4 kWh,0．4 kWh,0．0 %,0．0 kN,-4．0 kN,1610．5 V,4．5 A,1615．7 V,1406497．0 kWh,887861．0 kWh,0．0 km/h,160．0 mm,31．0,16．8 %,278．0 kPa,46．4 %,62．0 %,10．0 %,10．0 %,228．0 kPa,222．0 kPa,17．2 %,294．0 kPa,39．2 %,10．0 %,10．0 %,10．0 %,246．0 kPa,234．0 kPa
86,22:23:46,2320,0．0 km/h,시청(122),0．0 m,-16．0 %,89．8 %,-4．0 kN,234．0 kPa,46．0 %,0．0 A,0．0 A,16．0 %,61．0 %,0．4 kWh,0．4 kWh,0．0 %,0．0 kN,-4．0 kN,1608．2 V,4．5 A,1612．7 V,1406497．0 kWh,887861．0 kWh,0．0 km/h,160．0 mm,35．0,16．8 %,278．0 kPa,46．4 %,62．0 %,10．0 %,10．0 %,228．0 kPa,222．0 kPa,17．2 %,294．0 kPa,39．2 %,10．0 %,10．0 %,10．0 %,246．0 kPa,234．0 kPa
87,22:23:47,2320,0．0 km/h,시청(122),0．0 m,-16．0 %,89．8 %,-4．0 kN,234．0 kPa,46．0 %,0．0 A,0．0 A,16．0 %,61．0 %,0．4 kWh,0．4 kWh,0．0 %,0．0 kN,-4．0 kN,1623．0 V,4．5 A,1627．5 V,1406497．0 kWh,887861．0 kWh,0．0 km/h,160．0 mm,41．0,16．8 %,278．0 kPa,46．4 %,62．0 %,10．0 %,10．0 %,228．0 kPa,222．0 kPa,17．2 %,296．0 kPa,39．6 %,10．0 %,10．0 %,10．0 %,246．0 kPa,234．0 kPa
88,22:23:48,2320,0．0 km/h,시청(122),0．0 m,-16．0 %,89．8 %,-4．0 kN,234．0 kPa,46．0 %,0．0 A,0．0 A,16．0 %,61．0 %,0．4 kWh,0．4 kWh,0．0 %,0．0 kN,-4．0 kN,1632．5 V,5．0 A,1637．7 V,1406497．0 kWh,887861．0 kWh,0．0 km/h,160．0 mm,45．0,16．8 %,278．0 kPa,46．4 %,62．0 %,10．0 %,10．0 %,228．0 kPa,222．0 kPa,17．2 %,294．0 kPa,39．2 %,10．0 %,10．0 %,10．0 %,246．0 kPa,234．0 kPa
89,22:23:49,2320,0．0 km/h,시청(122),0．0 m,-16．0 %,89．8 %,-4．0 kN,234．0 kPa,46．0 %,0．0 A,0．0 A,16．0 %,61．0 %,0．4 kWh,0．4 kWh,0．0 %,0．0 kN,-4．0 kN,1638．2 V,5．5 A,1642．7 V,1406497．0 kWh,887861．0 kWh,0．0 km/h,160．0 mm,50．0,16．8 %,278．0 kPa,46．4 %,62．0 %,10．0 %,10．0 %,228．0 kPa,222．0 kPa,17．2 %,294．0 kPa,39．2 %,10．0 %,10．0 %,10．0 %,246．0 kPa,234．0 kPa
90,22:23:50,2320,0．0 km/h,시청(122),0．0 m,-16．0 %,89．8 %,-4．0 kN,234．0 kPa,46．0 %,0．0 A,0．0 A,16．0 %,61．0 %,0．4 kWh,0．4 kWh,0．0 %,0．0 kN,-4．0 kN,1642．0 V,5．0 A,1645．0 V,1406497．0 kWh,887861．0 kWh,0．0 km/h,160．0 mm,56．0,16．8 %,278．0 kPa,46．4 %,62．0 %,10．0 %,10．0 %,228．0 kPa,222．0 kPa,17．2 %,294．0 kPa,39．2 %,10．0 %,10．0 %,10．0 %,246．0 kPa,234．0 kPa
91,22:23:51,2320,0．0 km/h,시청(122),0．0 m,-16．0 %,89．8 %,-4．0 kN,234．0 kPa,46．0 %,0．0 A,0．0 A,16．0 %,61．0 %,0．4 kWh,0．4 kWh,0．0 %,0．0 kN,-4．0 kN,1638．2 V,5．0 A,1644．2 V,1406497．0 kWh,887861．0 kWh,0．0 km/h,160．0 mm,61．0,16．8 %,278．0 kPa,46．4 %,62．0 %,10．0 %,10．0 %,228．0 kPa,222．0 kPa,17．2 %,294．0 kPa,39．2 %,10．0 %,10．0 %,10．0 %,246．0 kPa,234．0 kPa
92,22:23:52,2320,0．0 km/h,시청(122),0．0 m,-16．0 %,89．8 %,-4．0 kN,234．0 kPa,46．0 %,0．0 A,0．0 A,16．0 %,61．0 %,0．4 kWh,0．4 kWh,0．0 %,0．0 kN,-4．0 kN,1637．7 V,5．5 A,1642．7 V,1406497．0 kWh,887861．0 kWh,0．0 km/h,160．0 mm,65．0,16．8 %,278．0 kPa,46．4 %,62．0 %,10．0 %,10．0 %,228．0 kPa,222．0 kPa,17．2 %,294．0 kPa,39．2 %,10．0 %,10．0 %,10．0 %,246．0 kPa,234．0 kPa
